x,y
154,498
321,386
459,280
297,440
364,420
184,492
186,150
71,103
15,93
329,136
393,382
288,286
263,376
191,442
243,301
17,349
265,383
221,388
45,319
264,66
405,420
135,293
288,83
90,186
92,138
76,67
218,444
178,227
170,8
195,9
63,286
262,472
384,363
321,160
242,116
324,191
277,18
460,318
343,132
89,180
252,122
211,285
194,473
397,271
147,332
312,285
12,139
438,291
25,138
71,60
347,452
324,12
95,261
85,192
445,453
408,330
373,186
18,448
22,41
47,278
256,441
228,363
492,195
425,449
339,52
478,201
402,442
42,103
492,42
66,465
176,465
230,40
81,29
128,278
269,68
414,355
221,14
405,436
374,152
345,165
36,420
34,309
427,112
380,105
97,115
364,235
112,227
277,11
422,420
269,354
165,316
334,195
499,462
129,413
230,130
272,134
76,86
273,236
96,200
388,314
157,427
262,102
381,463
208,287
458,488
198,152
46,375
389,273
309,419
74,256
375,14
195,158
444,180
137,10
434,136
66,76
432,215
117,405
345,398
15,234
117,429
70,265
453,421
474,401
399,366
477,418
137,272
441,138
193,327
396,66
386,128
260,407
353,193
320,330
335,473
362,398
50,305
433,454
45,237
210,41
64,49
246,207
436,414
211,125
61,135
155,96
417,264
412,271
198,412
194,353
32,452
111,124
139,27
470,161
231,6
211,188
36,476
2,119
364,284
289,77
490,52
225,499
329,446
483,388
180,218
173,369
120,86
167,178
388,70
241,33
300,449
201,320
248,76
403,102
181,22
217,15
215,372
196,253
487,132
63,272
55,272
303,114
72,336
200,336
455,122
351,423
152,68
327,442
477,241
136,239
70,281
124,102
2,305
412,388
46,326
198,337
388,283
32,297
386,120
403,175
358,262
221,43
28,350
56,51
387,241
8,461
497,316
335,90
24,324
107,92
202,216
427,161
461,266
299,322
73,366
128,70
446,270
132,94
186,458
101,43
483,344
433,188
194,201
128,256
350,495
329,161
238,253
178,413
172,288
385,273
454,134
11,422
373,381
182,307
185,334
470,233
359,250
190,40
318,374
358,48
115,92
352,449
326,432
107,17
360,430
430,51
272,123
261,152
386,244
148,132
274,392
149,59
296,330
8,121
468,347
414,394
380,192
77,23
158,162
263,232
137,90
116,115
238,65
97,9
379,412
310,245
494,158
244,166
160,450
393,107
245,480
408,326
0,129
103,420
68,451
407,461
155,153
229,354
74,101
144,457
280,396
21,38
35,460
192,342
142,460
194,89
73,80
190,272
238,79
363,465
444,372
220,365
316,311
35,46
120,278
295,5
340,6
215,24
169,342
478,361
71,251
467,398
34,142
449,329
460,146
317,220
330,77
159,248
242,412
155,71
369,282
351,369
39,162
368,207
434,391
195,364
272,276
10,130
57,62
0,265
458,5
492,230
498,300
159,230
259,213
252,254
370,437
158,405
30,119
311,22
154,362
57,318
325,38
338,250
303,198
250,292
376,295
353,144
313,351
82,265
185,108
51,68
216,302
497,343
251,482
401,257
52,400
57,413
119,204
379,256
324,373
155,390
240,499
269,406
158,78
458,378
411,346
490,438
24,138
141,365
183,489
331,269
84,218
291,164
306,285
3,214
53,145
353,154
299,263
268,355
338,369
483,66
416,356
194,281
308,28
33,416
408,454
411,121
6,278
16,398
42,144
81,390
241,77
192,83
447,486
472,226
181,437
145,339
73,472
236,472
466,486
90,24
349,211
382,459
364,183
272,499
374,373
438,380
115,382
324,353
132,33
359,295
49,138
53,365
380,483
384,473
6,324
46,259
189,493
451,475
492,404
175,437
213,214
145,178
247,499
109,64
54,282
309,372
465,395
66,256
310,21
248,252
311,23
482,19
123,99
102,381
110,290
223,245
147,374
162,357
292,443
25,418
84,193
283,294
28,245
426,33
331,267
369,491
271,107
157,216
7,193
239,415
113,86
177,134
246,459
121,59
49,123
308,242
149,16
79,76
403,425
285,103
488,197
183,349
381,186
33,117
420,97
40,279
277,424
449,104
444,411
462,10
307,15
1,190
154,308
93,360
168,365
30,73
396,430
208,38
205,1
144,317
474,446
129,194
328,382
332,453
51,68
238,189
55,313
10,177
342,242
79,278
215,192
210,431
7,466
460,429
191,58
203,411
253,185
424,394
97,365
84,157
299,302
41,476
385,104
22,303
253,118
289,229
474,201
203,158
456,466
336,16
459,88
73,260
406,274
417,119
393,278
123,468
46,219
178,251
286,190
169,46
71,110
84,327
62,145
150,407
174,474
3,51
21,211
271,178
301,119
136,226
177,441
384,212
414,288
351,285
208,250
410,197
163,301
392,305
187,247
115,68
376,353
241,299
272,415
9,487
387,440
487,209
144,56
369,30
238,16
123,246
399,454
194,9
26,318
306,409
417,366
394,275
428,460
113,1
102,37
182,20
461,378
219,77
41,64
478,476
337,429
403,276
498,349
127,228
377,56
396,402
5,195
388,392
167,275
481,291
307,351
362,271
430,44
159,408
138,343
458,396
428,65
437,332
38,499
396,144
488,242
434,345
446,241
413,320
351,451
276,224
488,13
389,355
107,381
488,83
409,41
77,238
101,23
326,21
4,250
280,185
146,458
424,362
57,265
468,219
146,391
293,100
362,104
406,470
161,328
289,333
186,106
261,276
264,1
107,63
440,426
347,367
301,47
26,3
432,387
63,31
14,209
119,46
297,114
147,436
380,29
152,369
400,365
442,170
462,242
354,227
224,72
472,271
155,488
211,169
222,350
16,350
55,17
412,13
106,154
373,215
77,11
65,223
109,482
247,60
237,427
276,73
481,292
137,278
344,255
32,284
403,317
382,459
33,404
179,212
164,313
116,398
268,70
120,188
27,401
171,164
477,151
350,152
30,212
363,78
258,456
291,244
250,291
65,288
11,136
475,417
455,2
473,52
495,444
455,258
467,270
462,345
110,352
441,302
233,258
499,0
369,282
391,297
230,340
333,234
129,476
344,91
250,45
73,224
160,158
128,499
384,449
355,401
77,315
307,487
346,432
346,225
203,270
281,172
163,77
383,451
177,436
7,105
35,329
177,17
422,468
66,6
193,323
245,52
4,187
418,374
33,155
491,332
318,352
147,347
243,394
244,207
348,369
36,309
200,347
76,430
3,494
428,393
31,246
54,300
93,287
64,256
0,60
391,416
222,309
385,170
312,413
176,435
222,63
408,264
344,451
140,165
320,44
85,317
61,269
421,165
289,450
54,154
472,14
340,69
251,482
186,136
2,38
60,364
247,323
15,349
479,297
31,364
381,341
273,380
5,388
364,94
14,301
71,88
236,373
328,100
482,357
132,201
375,254
17,323
448,223
459,97
1,157
351,488
258,297
135,178
234,160
85,206
443,333
168,174
85,285
370,102
212,358
25,381
419,50
318,336
252,407
151,339
416,441
108,18
437,201
291,300
271,13
289,213
281,467
324,490
304,167
163,79
383,474
123,120
305,371
7,156
197,293
408,482
250,198
304,471
261,469
374,116
313,454
144,302
267,163
388,327
338,76
204,117
184,283
144,217
163,218
298,60
74,419
318,4
424,456
248,333
140,478
360,141
208,84
87,133
240,329
437,33
380,247
135,340
498,173
186,166
493,141
335,384
480,280
105,331
374,97
411,306
4,191
497,288
439,92
5,239
455,374
378,431
157,388
455,450
165,438
198,113
2,408
201,82
4,354
308,114
365,94
261,431
210,109
107,80
236,159
385,268
277,96
398,1
129,350
486,0
327,310
20,89
191,138
407,331
309,179
304,392
121,264
64,450
253,388
422,419
430,8
69,146
413,451
347,360
126,43
496,264
78,454
21,171
17,180
204,235
415,198
363,221
376,120
218,363
365,88
398,394
25,446
397,396
56,26
305,427
325,442
91,471
303,127
493,491
345,413
489,469
165,104
161,39
93,46
284,124
479,116
419,473
145,394
390,24
474,413
491,449
215,27
378,131
335,368
174,167
115,144
439,311
362,423
187,279
470,470
235,327
102,134
9,421
254,58
435,222
411,282
225,169
489,381
290,107
58,204
179,310
419,101
271,150
213,360
154,237
313,408
66,193
353,56
463,176
18,397
192,261
194,324
329,13
68,68
477,299
39,196
278,188
8,209
131,245
288,291
221,261
334,339
159,390
353,479
352,0
374,244
277,485
402,72
378,375
106,46
437,405
444,406
15,62
112,388
343,428
72,82
23,141
14,232
5,236
1,223
3,421
337,360
146,271
249,364
14,480
33,3
408,117
239,403
208,339
401,222
40,203
473,301
54,220
38,451
350,362
88,327
422,319
186,80
9,47
128,7
52,183
346,324
65,364
217,347
28,409
259,311
436,470
409,398
218,161
15,392
358,451
171,93
343,303
147,350
259,45
86,49
283,351
368,242
367,212
475,18
213,5
40,445
471,286
166,409
60,103
168,137
244,435
108,319
210,285
373,259
130,38
298,335
41,361
329,193
104,368
24,107
484,74
88,191
295,344
492,432
493,18
310,113
144,35
81,117
318,25
54,129
371,156
360,158
384,332
174,153
181,222
456,381
470,148
95,248
132,465
445,482
79,106
460,129
180,443
391,54
87,333
400,83
47,193
288,167
358,55
107,236
346,22
414,139
26,423
387,247
266,241
49,50
219,346
9,40
424,259
474,297
434,266
212,65
319,490
338,236
12,363
388,405
332,483
12,203
221,127
313,150
275,461
262,159
309,330
266,45
217,433
178,305
310,127
241,138
305,340
230,94
332,362
124,286
325,453
9,241
5,129
258,51
397,5
191,173
417,7
96,306
198,58
496,174
351,340
285,392
51,299
433,175
277,79
352,89
486,395
424,291
151,4
426,496
291,24
465,492
96,370
253,52
24,264
179,402
457,298
480,33
4,68
370,110
199,223
247,437
183,26
262,130
96,371
54,411
315,339
343,141
40,423
118,412
492,326
14,113
290,353
489,444
345,270
239,111
472,267
397,477
493,298
29,443
62,295
239,94
249,116
360,305
123,343
467,6
471,12
237,56
59,97
425,168
63,281
95,484
109,481
364,481
111,176
92,62
208,223
222,291
118,250
53,416
243,401
404,338
97,401
475,138
47,315
160,452
318,170
382,75
364,199
225,402
0,3
348,323
10,372
387,128
290,235
358,481
393,332
477,170
170,204
13,494
206,178
423,266
19,393
306,448
47,149
499,178
308,246
131,164
178,184
452,250
115,114
152,444
425,447
280,402
215,70
481,263
127,375
260,278
297,441
280,419
302,36
363,63
174,423
358,419
29,407
422,129
240,131
286,347
302,148
57,18
474,452
414,122
72,452
352,136
403,352
127,306
136,110
265,133
50,116
210,231
58,205
369,379
70,51
148,136
414,133
319,415
229,134
315,134
402,379
343,413
465,392
109,345
318,60
275,194
2,182
360,202
132,335
162,430
235,2
25,476
94,421
164,255
32,249
458,470
138,366
146,418
168,128
181,149
328,483
276,489
96,235
251,42
378,18
455,303
130,0
53,78
182,64
499,143
437,11
140,217
364,93
403,64
13,419
281,15
96,272
397,454
177,347
57,73
59,482
348,56
487,267
498,54
292,496
123,215
100,78
469,225
305,78
83,422
241,485
93,149
104,39
473,267
326,128
44,394
417,498
295,403
207,330
123,226
65,72
270,36
71,433
418,369
258,467
15,287
242,416
41,395
79,394
203,391
124,230
288,491
13,285
135,488
226,387
457,287
305,183
123,138
497,20
234,494
433,338
300,495
470,123
99,26
84,93
397,496
104,270
272,284
13,317
5,494
113,266
140,454
74,243
349,55
362,264
58,95
147,313
128,371
187,335
202,97
430,335
408,237
110,412
239,22
434,461
39,215
220,120
224,244
180,394
314,420
199,217
54,37
252,321
244,426
173,207
154,207
331,106
33,488
201,81
119,165
386,267
49,348
24,145
56,380
400,149
219,198
34,175
6,223
32,429
458,294
340,255
351,8
351,477
183,63
337,124
39,106
197,122
332,141
73,414
427,437
166,414
58,443
288,11
34,403
315,476
92,274
162,486
248,227
232,231
187,330
334,194
245,419
290,492
425,108
278,288
265,106
163,381
280,455
461,91
90,424
234,157
184,479
457,366
486,285
196,219
316,370
189,331
494,391
339,248
122,244
352,133
136,136
92,237
227,476
322,179
407,387
184,6
337,35
83,208
142,47
300,52
186,295
395,347
420,193
260,197
29,330
163,144
16,19
28,38
466,95
295,294
138,284
76,275
276,451
120,170
222,475
153,329
466,191
69,1
55,191
152,60
364,228
167,348
62,419
88,302
81,154
3,143
45,482
236,396
465,372
116,95
215,351
84,55
297,359
425,55
81,463
258,7
437,42
54,136
80,493
425,316
486,123
392,313
403,492
216,25
293,396
327,424
130,323
251,77
318,268
473,319
54,198
238,179
438,429
6,395
389,469
455,425
337,172
406,31
424,482
149,246
309,208
467,451
431,262
185,334
127,3
429,31
226,234
326,243
150,74
467,282
133,177
417,164
408,334
45,388
493,344
49,235
360,330
205,320
183,119
104,96
291,175
143,245
15,479
136,6
109,0
240,169
142,340
290,247
163,214
421,204
370,150
295,314
114,180
115,282
144,9
168,199
455,326
272,222
470,426
338,150
36,252
46,282
143,281
149,36
427,135
317,315
471,5
395,489
372,211
361,196
208,271
87,497
458,9
481,393
229,175
120,336
390,383
260,107
200,313
277,244
85,466
450,377
353,393
288,494
128,262
85,218
455,270
292,116
74,269
76,293
10,446
408,315
9,39
444,154
384,403
424,164
397,91
138,129
368,126
425,279
307,20
127,124
188,495
275,266
459,255
25,285
3,376
470,445
449,397
126,403
55,112
209,6
242,38
86,315
249,356
449,89
35,118
272,472
273,81
123,443
373,427
297,325
246,496
63,310
321,79
442,182
392,112
86,336
408,490
346,304
142,40
99,428
275,307
440,415
236,315
84,361
130,348
112,463
283,481
239,60
152,419
93,71
475,151
72,462
71,249
78,265
216,364
65,487
32,173
303,396
448,95
60,376
160,51
405,220
465,471
274,406
404,488
161,178
35,176
257,357
129,165
258,478
482,55
21,275
276,182
464,93
66,457
217,398
17,215
115,435
434,378
156,121
335,24
356,323
54,124
125,241
340,370
367,161
7,427
7,230
374,432
171,112
3,191
336,57
434,489
300,384
118,259
374,116
277,358
321,477
6,59
473,246
256,216
248,114
440,454
246,171
292,10
380,165
140,111
293,79
444,274
384,60
114,151
193,135
70,85
203,68
428,198
316,311
395,245
113,332
269,441
297,269
180,237
78,221
149,225
312,393
279,67
107,261
449,267
93,334
159,412
241,291
450,435
44,78
354,55
340,77
164,157
119,210
266,69
95,92
161,465
66,248
360,445
21,467
353,66
27,378
33,87
380,122
443,25
192,380
376,40
323,212
192,225
224,369
371,352
48,59
115,448
489,139
64,334
371,60
160,391
144,180
326,233
56,456
83,300
183,138
205,103
317,470
312,461
270,281
365,197
416,196
317,187
429,380
405,108
160,400
34,429
377,409
404,28
419,121
202,378
16,265
84,120
285,415
135,259
227,24
190,259
43,417
117,375
104,51
365,159
458,60
334,314
469,389
23,20
313,250
241,120
432,30
439,421
55,245
392,283
344,428
197,316
386,493
21,452
441,382
140,150
289,219
231,259
325,82
121,113
491,393
359,209
427,322
24,222
312,260
330,298
175,27
3,108
6,273
481,244
42,327
125,1
382,23
476,298
315,448
328,168
257,35
460,460
123,128
349,445
357,345
9,276
193,483
415,387
136,105
361,63
110,47
493,439
490,343
327,178
19,324
336,51
213,175
434,226
192,388
130,446
223,283
0,300
282,81
466,57
475,197
162,247
218,180
120,236
200,64
427,247
64,158
145,303
428,301
31,246
466,223
0,171
328,175
31,123
293,67
331,110
284,245
209,457
395,233
101,192
475,154
233,73
55,37
254,187
181,278
186,457
256,242
85,261
258,375
144,429
168,83
121,347
111,173
293,314
472,102
188,107
100,15
159,499
315,260
251,171
293,253
82,132
52,434
295,94
160,78
23,231
29,360
303,68
424,146
484,342
405,438
446,299
366,378
339,83
73,223
35,437
379,16
228,102
284,243
166,261
152,341
473,486
8,476
316,37
261,282
466,51
159,26
275,202
87,419
104,24
411,147
487,174
225,27
72,483
296,230
475,222
193,163
307,263
325,473
73,415
205,274
171,123
15,109
154,115
106,105
174,280
286,61
89,356
307,207
226,11
74,195
234,4
183,346
419,365
258,160
345,240
170,223
424,400
474,458
267,367
496,245
275,70
260,29
199,140
440,29
26,2
447,245
456,141
358,288
199,290
27,366
265,283
371,61
26,43
143,158
63,458
434,161
92,471
159,29
72,460
136,452
343,84
385,430
499,411
206,406
258,376
48,52
394,460
139,288
132,335
411,99
491,342
491,206
34,183
143,77
201,245
91,476
86,14
458,48
236,116
208,365
204,400
159,35
334,170
115,442
412,329
9,402
22,59
230,484
283,408
450,465
259,458
388,58
71,188
477,382
163,137
201,99
139,167
236,242
238,345
476,62
112,377
174,263
493,5
466,136
67,194
374,168
164,2
376,440
453,230
415,274
132,148
308,255
26,64
85,304
244,303
457,252
90,84
340,4
319,153
268,175
280,384
394,479
255,131
230,103
36,445
288,457
334,318
412,272
331,316
259,137
436,493
151,394
465,383
92,51
185,386
456,202
182,115
483,164
376,62
13,356
242,246
337,369
246,277
164,51
464,369
76,487
204,196
15,361
432,182
200,100
140,169
113,467
400,291
166,75
363,212
46,169
189,479
313,479
359,159
285,392
161,335
8,58
176,52
194,272
223,86
398,442
43,395
451,281
169,392
310,449
422,473
157,345
475,485
426,360
76,204
44,267
266,258
102,187
265,375
201,426
38,338
165,114
191,439
274,332
124,8
116,459
380,325
335,129
351,17
76,249
484,298
39,12
386,118
126,128
347,144
388,42
236,457
50,484
333,475
412,28
369,16
343,76
101,355
150,487
97,17
88,441
154,392
102,436
374,286
83,499
298,25
266,263
150,467
114,403
216,5
10,322
30,273
371,401
280,147
297,433
30,237
266,303
418,16
180,25
212,124
279,439
82,91
43,275
28,484
270,338
200,133
172,479
174,187
27,320
119,442
495,107
202,46
460,371
84,367
399,158
286,300
232,327
128,160
191,52
475,65
91,226
399,436
452,185
482,212
344,229
235,294
426,48
398,56
374,279
492,334
222,385
389,314
119,345
389,52
362,410
332,369
458,498
3,234
470,217
63,409
353,93
43,257
452,45
95,52
165,466
222,272
26,422
395,25
395,119
342,232
421,69
177,183
26,18
6,347
120,493
368,140
27,132
209,436
137,276
351,364
42,24
238,34
371,19
110,289
22,113
162,146
287,218
172,407
429,88
491,221
161,181
37,271
23,359
460,366
259,363
337,3
110,294
161,60
57,383
423,93
282,359
147,191
147,62
143,405
236,72
223,98
245,191
121,231
230,394
107,468
261,368
92,274
299,15
382,60
327,286
264,371
371,209
493,404
464,132
302,397
388,26
314,445
181,95
461,265
449,21
341,70
364,300
486,87
299,103
401,260
71,146
207,124
177,268
458,352
402,496
428,155
234,275
225,441
373,193
37,35
351,187
193,126
340,458
175,423
328,359
306,182
272,367
481,434
283,222
247,232
486,365
187,484
364,231
433,195
139,495
32,460
181,66
449,135
462,256
380,199
270,12
443,327
400,221
65,253
219,233
172,274
476,114
312,336
45,105
184,157
144,453
270,317
61,308
200,477
441,342
139,461
227,282
68,134
255,40
156,5
314,113
252,463
480,3
35,499
456,12
432,404
453,78
100,394
446,20
84,171
464,407
86,377
149,131
407,480
135,279
236,27
204,114
367,257
229,266
246,451
28,396
361,80
55,64
208,263
430,51
235,172
4,316
251,14
87,463
139,117
191,390
179,467
24,304
149,335
322,197
331,269
446,62
189,485
31,34
354,408
330,243
245,8
179,334
315,497
227,481
285,493
389,342
406,378
14,404
320,141
475,74
429,492
43,456
290,97
182,361
212,371
334,66
400,196
153,492
381,468
324,247
43,306
292,0
193,200
426,359
459,144
163,103
220,442
128,385
202,475
169,91
191,348
309,402
366,119
125,5
494,350
261,335
278,199
38,322
365,268
164,261
64,86
448,34
435,392
273,476
157,119
366,176
450,111
340,337
254,428
480,365
105,434
467,112
267,55
490,5
316,218
432,248
486,77
267,344
288,348
445,218
305,164
382,172
267,265
58,396
261,182
321,25
147,399
115,273
129,481
254,64
369,375
206,469
81,354
397,336
162,361
54,430
308,358
389,264
307,157
389,309
476,88
259,377
158,135
187,136
266,298
407,376
354,18
185,117
410,133
376,370
41,494
251,352
29,208
199,122
448,333
130,194
131,127
132,23
82,175
382,228
102,208
258,156
150,211
148,344
60,206
486,177
416,155
278,168
184,215
100,379
253,214
63,418
212,424
269,446
348,226
204,142
331,259
189,310
117,67
338,34
242,307
428,62
258,421
375,467
467,391
351,238
77,450
196,65
23,483
268,61
91,105
444,153
305,499
474,327
78,404
124,462
340,164
193,34
150,463
117,134
71,164
398,19
162,290
166,297
412,278
366,411
158,157
489,57
432,282
134,109
127,492
201,376
56,358
362,186
352,27
233,429
212,80
276,64
240,47
323,342
244,383
310,220
114,31
105,137
423,292
174,443
207,191
328,213
172,78
313,65
72,442
361,429
309,273
250,359
420,54
91,225
367,489
435,317
238,98
148,241
393,417
228,159
473,242
86,16
263,195
216,162
328,470
28,473
440,385
261,286
57,182
497,420
104,453
185,437
425,148
203,375
383,409
21,255
320,436
280,391
286,238
97,462
190,206
18,264
226,43
127,367
140,363
36,122
123,398
15,323
174,154
184,40
96,15
307,64
149,401
422,91
103,111
341,225
103,318
15,372
133,303
417,217
489,237
285,406
309,433
432,389
232,237
102,94
171,187
147,43
399,86
166,375
201,327
499,153
100,414
261,138
60,322
348,107
493,452
77,381
473,113
